params,rank_by_CV_mean_test_rmse,CV_mean_train_rmse,CV_mean_test_rmse,mean_train_rmse,mean_test_rmse,Train Years,Validate Year,model
"{'alpha': 10, 'l1_ratio': 0, 'max_iter': 10000, 'random_state': 0}",26,183117.43795666908,202142.63805469265,184572.7351301564,167535.59234784043,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 100, 'l1_ratio': 0.8, 'max_iter': 10000, 'random_state': 0}",27,195983.85180710172,215514.27599856438,197691.00975427034,180591.58421434337,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 100, 'l1_ratio': 0.6, 'max_iter': 10000, 'random_state': 0}",28,205114.94989464342,224719.59846892435,206981.48204157775,189897.54750421297,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 100, 'l1_ratio': 0.4, 'max_iter': 10000, 'random_state': 0}",29,208759.61763991442,228331.39452955386,210679.83664953604,193613.35608789526,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 100, 'l1_ratio': 0.2, 'max_iter': 10000, 'random_state': 0}",30,210720.2141085252,230259.98610663178,212666.32728023097,195611.59668688657,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 100, 'l1_ratio': 0, 'max_iter': 10000, 'random_state': 0}",31,211944.88416611307,231459.65925038749,213906.01463245534,196859.4160066286,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 1000, 'l1_ratio': 0.8, 'max_iter': 10000, 'random_state': 0}",32,214541.48719247544,233995.67897758834,216531.5996674684,199503.3721351099,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 1000, 'l1_ratio': 0.6, 'max_iter': 10000, 'random_state': 0}",33,215871.67887835635,235283.41592173575,217874.62400643434,200857.58991738822,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 1000, 'l1_ratio': 0.4, 'max_iter': 10000, 'random_state': 0}",34,216324.62057680485,235720.88370459055,218331.64489192737,201318.57002611572,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 1000, 'l1_ratio': 0.2, 'max_iter': 10000, 'random_state': 0}",35,216552.9204496202,235941.1719178621,218561.94473553853,201550.8950385196,"[2016, 2017, 2018]",[2019],ElasticNet
"{'alpha': 1000, 'l1_ratio': 0, 'max_iter': 10000, 'random_state': 0}",36,216690.4904006385,236073.8412156756,218700.70081367163,201690.89097940977,"[2016, 2017, 2018]",[2019],ElasticNet
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",1,82513.02187834754,136000.87555657368,82011.22978306634,125215.15598381827,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",2,67586.20587620395,136008.68586313035,69738.27190474412,121060.09589190874,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",3,47398.43639100701,136633.93273950194,46424.91978526475,140926.32898963656,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",4,47398.436391007,137431.3423647532,46424.91978526475,140266.25951232814,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",5,47398.43639100701,137971.53937610757,46424.91978526474,139237.65396560376,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",6,47398.43639100701,138085.28092866056,46424.91978526474,139832.52204302012,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",7,79316.53711757506,138105.83135916345,77787.16451225292,128037.08995198301,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",8,47398.436391007,138143.09231906236,46424.91978526475,139882.95745402743,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",9,79316.53711757506,138195.83440091938,77787.16451225292,127425.30068855794,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",10,79316.53711757506,138200.21397089885,77787.16451225292,128005.62847994338,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",11,79316.53711757506,138201.85734937078,77787.16451225292,128034.86288972499,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",12,51388.81261046318,138209.32326461212,55244.14990064271,133935.12903917636,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",13,79316.53711757506,138224.7527036722,77787.16451225292,127983.45532390349,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",14,79316.53711757506,138242.4834907181,77787.16451225292,127402.71825008155,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",15,79316.53711757506,138283.0826505902,77787.16451225292,127413.26245595461,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",16,79319.16712780231,138293.83972378293,77787.81452719573,127435.8446001512,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 10}",17,79316.53711757506,138324.45509870676,77787.16451225292,127445.51849236141,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",18,59586.20316916876,138349.06202172863,61518.44086148673,130943.278806042,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",19,47684.27101188969,138383.43576505993,46459.54798190913,137741.7745815252,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",20,47398.436391007,138514.25611333348,46424.91978526474,139118.68664864046,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",21,80867.19690747457,138584.56715905154,80324.91845058578,127031.70703998441,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",22,47398.43639100701,138756.41630304168,46424.91978526475,141009.27527768468,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",23,60462.225903300525,139023.0592289204,59709.55975815376,124650.7642600136,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",24,80867.19690747457,139072.39589122843,80324.91845058578,128133.42583879577,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",25,60462.2259033005,139084.032423861,59709.55975815376,123368.14497901344,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",26,60462.225903300525,139158.2624016089,59709.55975815376,125311.56408971759,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",27,60462.225903300525,139196.23002847473,59709.55975815376,123703.01362671852,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10}",28,47398.43639100701,139301.45864238605,46424.91978526474,139483.52567096596,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",29,60480.72361640231,139336.94328871055,59720.57234641823,125157.69385513179,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",30,60462.225903300525,139340.62708822,59709.55975815376,125155.05110411323,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",31,60462.225903300525,139372.65289185318,59709.55975815376,124645.33770679416,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",32,60462.225903300525,139435.2808577437,59709.55975815376,124338.5083959743,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10}",33,60462.2259033005,139627.60966400025,59709.55975815376,125992.97981190392,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",34,60299.99420122315,140345.31654255593,63821.87779674989,121799.03378477851,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",35,31467.513628619323,140445.69234772894,31849.94098328996,143786.59853562253,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",36,43467.70167388867,140533.93732588176,49455.361460320884,134997.409377448,[2016],[2017],DecisionTree
"{'max_depth': 10, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",37,58688.5026754727,140635.05899652003,62318.28444741837,120784.16336378436,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",38,77201.84103539871,140672.9578053478,75475.60985085522,130204.74972874759,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",39,77201.84103539871,140871.25923277216,75475.60985085521,129689.28198453688,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",40,77201.84103539871,140879.9477524352,75475.60985085521,130122.43804364908,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",41,77201.84103539871,140907.34798330205,75475.60985085522,129942.3439935296,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",42,77201.84103539871,140953.71827873687,75475.60985085521,129018.62042142428,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",43,77206.28628776848,140973.29919410934,75476.27977331434,129961.6791470673,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",44,77201.84103539871,140977.6779904627,75475.60985085521,129301.6066020542,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",45,77201.84103539871,140982.0070556786,75475.60985085521,129575.97022009215,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",46,77201.84103539871,141009.28705690987,75475.60985085521,130245.93184081797,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",47,77201.84103539871,141012.18575735428,75475.60985085521,130293.39985609234,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",48,77201.84103539871,141013.3455693894,75475.60985085521,129447.75305870226,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",49,77201.84103539871,141016.9751887347,75475.60985085521,130465.57624239332,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",50,77201.84103539871,141055.84109126133,75475.60985085522,129553.59435934373,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",51,2114.8799577421264,141081.35420032952,2114.909812578607,144518.5699037273,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",52,77206.28628776848,141106.1222909729,75476.27977331434,129614.47466424157,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",53,77201.84103539871,141124.03454891816,75475.60985085521,129174.60250138125,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2}",54,77201.84103539871,141128.65366662745,75475.60985085521,130708.6533281872,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",55,77201.84103539871,141185.26776052007,75475.60985085521,129541.40785743383,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 5}",56,77201.84103539871,141219.2260862334,75475.60985085521,129232.23548080883,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",57,31467.456541814714,141509.511769504,31849.94098328996,141028.14556097522,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",58,31467.456541814714,141938.47736399053,31849.94098328996,144197.42338290843,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",59,2117.355809286201,142137.5327482192,2114.909812578607,146568.06129499932,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",60,31467.456541814714,142175.74435451205,31849.94098328996,143546.04300643766,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",61,2114.8799577421264,142199.81708283635,2114.909812578607,145775.1021388313,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",62,31467.456541814714,142592.04162370393,31849.94098328996,142274.9769426936,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",63,2114.8799577421264,142761.9979648126,2114.909812578607,142137.75666023628,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",64,32104.08249540906,142925.97405690775,31928.698883346362,141092.83263743622,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",65,49446.505526859044,143096.4405962866,49402.13843299534,124742.63994318842,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",66,49499.96299821763,143376.760965742,49439.708078791926,128593.07684868813,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",67,49446.505526859044,143615.356830072,49402.13843299534,126550.41858355865,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",68,49446.505526859044,143706.60189586572,49402.13843299534,128378.67677956783,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",69,31467.456541814714,143733.21603257456,31849.94098328996,139176.83633112517,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",70,31467.456541814714,143773.69900230976,31849.94098328996,144700.24422555926,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",71,49446.505526859044,143918.51969617506,49402.13843299534,126132.4423635696,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",72,49446.505526859044,144137.52254751182,49402.13843299534,124559.81717973795,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5}",73,31467.456541814714,144181.3041421437,31849.94098328996,141986.6216705879,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",74,49446.505526859044,144212.85332827922,49402.13843299534,127691.71033886661,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",75,49446.505526859044,144379.43044299312,49402.13843299534,128714.42908395194,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5}",76,49446.505526859044,144422.70663119314,49402.13843299534,127040.2024986438,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",77,46756.22307401601,144788.2431883916,46818.80439366585,126074.9097273888,[2016],[2017],DecisionTree
"{'max_depth': 70, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",78,46756.22307401601,144952.7722172095,46818.80439366585,128177.9932642559,[2016],[2017],DecisionTree
"{'max_depth': 40, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",79,46756.223074016,144969.9253958344,46818.80439366585,125586.00113201632,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",80,46756.223074016,145106.87557258067,46818.80439366585,124430.28249010455,[2016],[2017],DecisionTree
"{'max_depth': 30, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",81,46756.223074016,145139.66438208194,46818.80439366585,126103.94397138701,[2016],[2017],DecisionTree
"{'max_depth': 50, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",82,46756.22307401601,145247.4431139467,46818.80439366585,124411.33755158797,[2016],[2017],DecisionTree
"{'max_depth': 80, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",83,46756.223074016,145276.32377815453,46818.80439366585,130814.31914146211,[2016],[2017],DecisionTree
"{'max_depth': 100, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",84,2114.8799577421264,145575.96817073142,2114.909812578607,145458.6960798589,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",85,46818.600686824226,145690.84571293386,46862.473427809055,129772.51283869013,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2}",86,46756.22307401601,145743.47710102398,46818.80439366585,128574.98602619348,[2016],[2017],DecisionTree
"{'max_depth': 20, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",87,6993.103184329031,146247.56634378637,3282.372823903288,143288.26302463186,[2016],[2017],DecisionTree
"{'max_depth': 60, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",88,2114.8799577421264,146890.05336798314,2114.909812578607,144576.95821523914,[2016],[2017],DecisionTree
"{'max_depth': 90, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 2}",89,2114.8799577421264,147646.52952656202,2114.909812578607,141938.79658989538,[2016],[2017],DecisionTree
